FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01019310,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01019817,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01019823,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025474,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025512,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025416,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025473,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025572,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025653,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025552,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025401,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025230,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025532,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025255,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025396,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025345,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01021344,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021503,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01019100,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021448,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01022008,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01022056,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01021379,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01021336,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025361,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025981,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01018981,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025969,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01019020,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01019066,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01018997,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01021626,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01019734,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01021367,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01021697,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01020215,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01020186,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01020192,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01019757,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01021551,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021683,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021391,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01021414,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021542,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01021641,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01021598,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030027,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01029967,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029978,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030527,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030476,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030488,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030605,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030618,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029962,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01029828,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01029834,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030006,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030141,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01030095,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013881,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013771,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030193,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030236,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01029920,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030560,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030452,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030280,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01030528,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01030451,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030496,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01030344,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030289,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030044,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030320,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030312,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032704,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032837,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031216,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031039,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032268,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032313,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01032850,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032931,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031169,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032580,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032546,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032466,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031142,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01031336,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032600,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031775,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031730,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031739,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01029542,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031822,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030345,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031815,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031926,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031678,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031632,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032344,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032345,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031701,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031721,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031740,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032022,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031968,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031955,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032029,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032044,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032206,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032116,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032153,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031942,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031954,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031886,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032603,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01032609,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031895,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01032002,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032689,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032258,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032683,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01011538,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01011574,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011526,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023287,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011657,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01023225,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01011600,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011620,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012598,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01012277,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012687,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012559,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011448,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01011553,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012305,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013534,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013895,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01013518,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01013594,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01013605,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013628,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013539,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013599,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023212,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01010791,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01023052,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011008,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01023118,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01023292,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01023248,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01014186,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01014192,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031092,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030782,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031077,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031082,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014124,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014138,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031089,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030970,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031184,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031099,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030816,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030752,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031013,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01010924,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011009,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011102,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01010978,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012426,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01012871,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012382,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012731,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01010972,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01010944,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014155,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01014176,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012510,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012535,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01010854,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030777,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030921,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030929,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030883,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013191,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013218,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013114,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013156,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012988,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013077,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013288,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013289,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012982,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030866,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01012997,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013056,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01013877,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013295,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013354,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013826,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014067,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013107,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013028,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01013395,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014085,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013379,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013958,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013561,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013739,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013899,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013940,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014028,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013876,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013749,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01014115,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014120,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014008,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01014162,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013793,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013735,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01013648,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013871,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013464,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013989,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013439,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01014501,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01026760,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01014385,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01014493,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013219,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012993,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026796,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013265,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01014278,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01014133,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01014142,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01015459,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01014344,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01014374,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014296,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032488,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031395,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031378,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032828,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032873,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032690,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032443,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032448,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032394,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032401,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032511,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01031442,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031495,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032516,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01032483,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031373,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01032709,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031332,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01032023,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032527,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032011,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031951,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032685,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032364,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032605,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032613,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030534,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01014504,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030653,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030405,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032003,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032034,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014568,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01015642,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01033341,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01015634,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01015679,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032977,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01032985,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01015662,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032934,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032324,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031990,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01032170,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032079,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032224,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031959,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031917,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031248,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031266,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031679,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031832,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031300,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031322,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031419,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031432,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01031662,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031276,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031764,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031694,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031835,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031806,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031298,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030564,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032123,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032126,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032075,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030762,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01014492,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01014576,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030699,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030608,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030569,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031185,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031208,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030343,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030348,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030539,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032099,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032056,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01029487,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032252,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01032332,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01029535,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01032080,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032292,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031958,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032012,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031851,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031953,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029389,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032101,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01032043,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01029495,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029695,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029746,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01029588,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01029770,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01029617,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032141,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01018636,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01018693,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01018619,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01026218,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01018808,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025384,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01018759,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01018770,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026593,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025495,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01026530,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01026573,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01026730,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01018683,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01026697,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01026586,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025595,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025520,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01025367,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025454,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025212,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025626,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025433,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025543,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025268,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01025180,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025193,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025400,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025980,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025297,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025923,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025722,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011788,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025636,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026012,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01011790,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011801,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01011760,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012678,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01026027,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025986,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01012078,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01026066,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
