FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01025857,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025730,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025840,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01011711,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01011720,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012237,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01011686,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01026514,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026627,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011740,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01026529,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01012679,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012648,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012660,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012860,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012149,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012203,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01012079,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002379,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014223,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002077,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01001941,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01001994,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01002236,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002248,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002155,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01033583,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01033620,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01033707,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01033736,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01006861,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002102,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01006857,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014318,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014376,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01002302,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002338,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01014357,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01014423,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01014324,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030585,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01002368,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01015866,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002354,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01015860,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01014245,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01014258,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01015826,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01033093,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01033190,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01006817,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01033081,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01033221,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01033233,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01033138,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01033394,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01033024,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01033133,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025539,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01033100,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032932,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01006670,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01033070,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032009,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031859,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01033403,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01033458,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01001907,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01001931,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01033664,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031985,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01033395,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01033296,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01033342,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01033025,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01033673,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01033657,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01033679,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01023656,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024046,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024014,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01023975,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01031426,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01023838,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031413,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031288,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01023958,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01026157,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01023852,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023895,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01023818,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023716,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024056,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023618,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031401,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031431,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01023581,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023347,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031350,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01023412,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031466,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031345,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024829,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031207,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01023526,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024957,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024270,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024189,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024230,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01023573,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01023556,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024226,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025777,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025683,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025756,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025828,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01011933,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012011,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025815,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011856,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024647,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01023371,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024847,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024621,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01024765,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024803,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01023411,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01023764,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01026386,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01026307,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01026344,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026467,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01026507,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023826,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023761,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01026425,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026445,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01026130,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026087,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026188,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01026104,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01026314,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024977,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024994,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024663,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01024672,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01024245,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01024154,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024144,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024076,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025031,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01024903,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026329,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026338,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01024968,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024873,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025058,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031333,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031187,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031314,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031468,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01014507,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01014428,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01014446,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030818,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031666,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031640,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013414,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01015598,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031688,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031691,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031325,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01019084,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01018968,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01018911,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030370,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01018856,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031403,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01018982,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01018832,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031608,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031612,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014586,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031534,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01018910,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01019090,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031628,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01015473,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01015374,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01015423,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01015520,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01015475,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01015490,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01015107,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01015143,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013172,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013110,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01015088,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01015092,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013167,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01015491,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01015181,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013487,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013368,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028642,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028643,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01012996,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01015521,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013132,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013435,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013097,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01015543,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013046,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01013102,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01028555,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01028587,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013099,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031040,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01027701,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01027649,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031029,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01014231,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014565,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01027716,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01014546,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031058,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01014430,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01014431,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01014403,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01027759,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01027607,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01027721,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011281,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01011308,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011113,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011377,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01011429,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011328,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01011366,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014322,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01014139,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01014147,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01014333,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01014205,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01014495,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01011224,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01014401,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01028073,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01027979,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01028066,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01027881,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01027675,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01028017,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01027777,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01027655,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031397,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01019011,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01019069,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031497,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01019077,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01018988,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030324,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01027104,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031165,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01027940,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01027205,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030868,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030889,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031114,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031041,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026853,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01027201,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028064,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01026989,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01027075,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01027140,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01027062,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031103,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031154,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024538,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031051,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031372,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031475,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031181,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031224,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031260,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01024441,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024442,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024337,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024473,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024502,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024468,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032420,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032064,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032612,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032495,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031867,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032098,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032119,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032083,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031800,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032482,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031518,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031803,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
